"DENOMINACION","tipo","regimen","localidad","LATITUD","LONGITUD"
"EI 1ER CICLE MUNICIPAL COLORETS","escola infantil de primer cicle","púb.","PILES",38.943819,-0.130986
"CENTRE FPA MUNICIPAL NÚMERO 2 DE PICANYA","centre docent públic de formació bàsica de persones adultes","púb.","PICANYA",39.433409,-0.429727
"CEIP ROSA SERRANO","col·legi d'educació infantil i primària","púb.","PAIPORTA",39.429614,-0.416134
"CENTRE PRIV. ED. INF. 1ER CICLE FANTASÍA","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.45471,-0.405067
"CENTRE FPA MUNICIPAL LA BARRACA","centre docent públic de formació bàsica de persones adultes","púb.","PUÇOL",39.614516,-0.309538
"CENTRE FPA MUNICIPAL","centre docent públic de formació bàsica de persones adultes","púb.","CARLET",39.22778,-0.524187
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","ALFARRASÍ",38.905645,-0.498381
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","NÁQUERA",39.661544,-0.427351
"EI 1ER CICLE MUNICIPAL LA TARARA","escola infantil de primer cicle","púb.","BENEIXIDA",39.059533,-0.545132
"CENTRE PRIV. ED. INF. 1ER CICLE PASSET A PASSET","centre privat d'educació infantil de primer cicle","priv.","BENIFAIÓ",39.286674,-0.427265
"CENTRE PRIV. ED. INFANTIL RISITAS","centre privat d'educació infantil","priv.","VALÈNCIA",39.463346,-0.391777
"EI 1ER CICLE MUNICIPAL EL CASTELL XICOTET","escola infantil de primer cicle","púb.","MARINES",39.675633,-0.563489
"CENTRE FPA MUNICIPAL NÚMERO 2 DE CANALS","centre docent públic de formació bàsica de persones adultes","púb.","CANALS",38.967851,-0.581707
"CEIP LA PEA","col·legi d'educació infantil i primària","púb.","VILAMARXANT",39.572351,-0.62879
"CENTRE PRIV. ED. INFANTIL LA LLUNA-L'ELIANA","centre privat d'educació infantil","priv.","ELIANA (L')",39.55844,-0.507259
"EI 1ER CICLE MUNICIPAL DE COREA","escola infantil de primer cicle","púb.","GANDIA",38.975043,-0.180601
"EI 1ER CICLO MUNICIPAL","escola infantil de primer cicle","púb.","GODELLETA",39.421052,-0.685884
"CENTRE PRIV. ED. INF. 1ER CICLE MI OSITA KINDER","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.486563,-0.376292
"EI 1ER CICLE MUNICIPAL L'ESCOLETA","escola infantil de primer cicle","púb.","ADOR",38.91987,-0.225291
"EI 1ER CICLE MUNICIPAL CAVALL BERNAT","escola infantil de primer cicle","púb.","LLAURÍ",39.145364,-0.331133
"EI 1ER CICLO MUNICIPAL","escola infantil de primer cicle","púb.","CHESTE",39.498664,-0.684763
"CENTRE PRIV. ED. INFANTIL VIRGEN DE CORTES","centre privat d'educació infantil","priv. conc.","VALÈNCIA",39.456721,-0.387043
"CENTRE PRIV. ED. INF. 1ER CICLE TAMARINDOS-CAMARENA","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.478059,-0.403211
"IES NÚMERO 5","institut d'educació secundària","púb.","PUERTO (EL)",39.667628,-0.22259
"EI 1ER CICLE MUNICIPAL MESTRA CARMEN BARRUFET PASTOR","escola infantil de primer cicle","púb.","ALBALAT DELS SORELLS",39.54738,-0.34372
"CENTRE PRIV. ED. INF. 1ER CICLE NEMOMARLÍN NOU MOLES","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.473239,-0.397739
"ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL PATRAIX","escola privada de música","priv.","VALÈNCIA",39.462671,-0.39366
"ESCOLA PRIVADA DE MÚSICA VICENTE PRATS","escola privada de música","priv.","PAIPORTA",39.42727,-0.420688
"ESCOLA PRIVADA DE MÚSICA MESTRE VILLAR","escola privada de música","priv.","RÒTOVA",38.931889,-0.257192
"ESCOLA PRIVADA DE MÚSICA L'OM","escola privada de música","priv.","PICASSENT",39.362386,-0.466995
"CENTRE PRIV. ED. INF. 1ER CICLE SOL-SOLITO","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.431783,-0.468794
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","MUSEROS",39.564164,-0.338406
"CENTRE PRIV. ED. INF. 1ER CICLE PATI PATI","centre privat d'educació infantil de primer cicle","priv.","ALMÀSSERA",39.513725,-0.362436
"EI 1ER CICLE CANGURS","escola infantil de primer cicle","púb.","ALDAIA",39.475459,-0.465886
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","ALCÀSSER",39.37299,-0.44574
"EI 1ER CICLE MUNICIPAL NUESTRA SEÑORA DE LA MERCED","escola infantil de primer cicle","púb.","ENGUERA",38.979209,-0.685086
"CENTRE PRIV. ED. INF. 1ER CICLE CHISPITAS","centre privat d'educació infantil de primer cicle","priv.","MISLATA",39.476908,-0.415083
"CENTRE PRIV. ED. INF. 1ER CICLE MENUTS 2","centre privat d'educació infantil de primer cicle","priv.","MASSANASSA",39.411413,-0.389714
"CENTRE FPA MUNICIPAL ESTEVE PALUZIÉ","centre docent públic de formació bàsica de persones adultes","púb.","CATARROJA",39.409266,-0.405067
"CEIP ELS GERMANELLS","col·legi d'educació infantil i primària","púb.","RAFELBUNYOL",39.591077,-0.340178
"CENTRE PRIV. ED. INF. 1ER CICLE DINO SCHOOL-BENIMACLET","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.486543,-0.365207
"CENTRE PRIV. ED. INF. 1ER CICLE PINOCHO'S","centre privat d'educació infantil de primer cicle","priv.","MISLATA",39.474949,-0.421777
"CENTRE PRIV. ED. INF. 1ER CICLE EDUCAPARK","centre privat d'educació infantil de primer cicle","priv.","SUECA",39.199415,-0.297173
"CRA ENTREVIÑAS","col·legi rural agrupat","púb.","FUENTERROBLES",39.585673,-1.362163
"CENTRE FPA MUNICIPAL LA BOTAIA","centre docent públic de formació bàsica de persones adultes","púb.","RIBA-ROJA DE TÚRIA",39.547034,-0.572281
"CENTRE PRIV. ED. INF. 1ER CICLE LA MILOTXA II","centre privat d'educació infantil de primer cicle","priv.","BENIMÀMET-BENIFERRI",39.502292,-0.423515
"CENTRE PRIV. ED. INF. 1ER CICLE XIQUETS","centre privat d'educació infantil de primer cicle","priv.","MELIANA",39.530526,-0.347138
"CENTRE PRIV. ED. INF. 1ER CICLE MONTESSORI-SAN ISIDRO","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.452275,-0.403565
"CENTRE PRIV. ED. INF. 1ER CICLE CARBONERET","centre privat d'educació infantil de primer cicle","priv.","RAFELBUNYOL",39.589704,-0.334986
"EI 1ER CICLE MUNICIPAL PAU I MIQUELET","escola infantil de primer cicle","púb.","SALEM",38.855516,-0.381777
"CEIP NÚMERO 4","col·legi d'educació infantil i primària","púb.","PICASSENT",39.367874,-0.458883
"CENTRE PRIV. ED. INF. 1ER CICLE LÁPICES IV","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.475744,-0.388641
"EI 1ER CICLE MUNICIPAL FUENTE DEL JARRO","escola infantil de primer cicle","púb.","PATERNA",39.513336,-0.46223
"CENTRE PRIV. ED. INF. 1ER CICLE L'ESCOLETA","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.428752,-0.476511
"CENTRE PRIV. ED. INF. 1ER CICLE MAYA","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.427339,-0.482429
"CENTRE FPA MUNICIPAL","centre docent públic de formació bàsica de persones adultes","púb.","ATZENETA D'ALBAIDA",38.831743,-0.498923
"CENTRE PRIV. ED. INF. 1ER CICLE EL BADALL","centre privat d'educació infantil de primer cicle","priv.","ALGINET",39.258667,-0.472723
"CENTRE PRIV. ED. INF. 1ER CICLE BAMBÚ","centre privat d'educació infantil de primer cicle","priv.","MONTE VEDAT",39.409183,-0.491998
"CENTRE PRIV. ED. INF. 1ER CICLE NUVOLET","centre privat d'educació infantil de primer cicle","priv.","ALFAFAR",39.420955,-0.38746
"CENTRE PRIV. ED. INF. 1ER CICLE EL CUQUET","centre privat d'educació infantil de primer cicle","priv.","PICANYA",39.4357,-0.439406
"CENTRE PRIV. ED. INF. 1ER CICLE EL CUQUET DOS","centre privat d'educació infantil de primer cicle","priv.","BENETÚSSER",39.422068,-0.397088
"CENTRE PRIV. ED. INF. 1ER CICLE PEQUES SCHOOL","centre privat d'educació infantil de primer cicle","priv.","BURJASSOT",39.513216,-0.410633
"CENTRE PRIV. ED. INF. 1ER CICLE SALAMATATÍN","centre privat d'educació infantil de primer cicle","priv.","BONREPÒS I MIRAMBELL",39.515478,-0.362113
"CENTRE PRIV. ED. INF. 1ER CICLE LA LLIMERA","centre privat d'educació infantil de primer cicle","priv.","SILLA",39.367475,-0.410104
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","ALDAIA",39.459291,-0.471318
"ESCOLA PRIVADA DE MÚSICA LA UNIÓ DE QUART DE POBLET","escola privada de música","priv.","QUART DE POBLET",39.483775,-0.444895
"ESCOLA PRIVADA DE MÚSICA MARÍA RAFOLS","escola privada de música","priv.","VALÈNCIA",39.467077,-0.354694
"ESCOLA PRIVADA DE MÚSICA CAMPANAR","escola privada de música","priv.","VALÈNCIA",39.481657,-0.396358
"ESCOLA PRIVADA DE MÚSICA SANTA CECILIA DE MACASTRE","escola privada de música","priv.","MACASTRE",39.381115,-0.78678
"ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL PORTEÑA","escola privada de música","priv.","PUERTO (EL)",39.659991,-0.223929
"ESCOLA PRIVADA DE MÚSICA UNIÓ MUSICAL D'ALDAIA","escola privada de música","priv.","ALDAIA",39.465143,-0.461592
"ESCOLA PRIVADA DE MÚSICA CENTRO MUSICAL PATERNENSE","escola privada de música","priv.","PATERNA",39.501607,-0.440446
"ESCOLA PRIVADA DE MÚSICA C.MUSICAL DE LA POBLA DE VALLBONA","escola privada de música","priv.","POBLA DE VALLBONA (LA)",39.591298,-0.553924
"ESCOLA PRIVADA DE MÚSICA","escola privada de música","priv.","POLINYÀ DE XÚQUER",39.197665,-0.370075
"CENTRE PRIV. ED. INF. 1ER CICLE ELS MUSSOLS","centre privat d'educació infantil de primer cicle","priv.","MUSEROS",39.55418,-0.340104
"CENTRE PRIV. ED. INF. 1ER CICLE EL CARAGOL","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.466709,-0.333227
"CENTRE PRIV. ED. INF. 1ER CICLE AL COLE","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.484924,-0.36857
"CENTRE PRIV. ED. INF. 1ER CICLE SOL SOLET","centre privat d'educació infantil de primer cicle","priv.","MONCADA",39.546329,-0.398694
"CENTRE PRIV. ED. INF. 1ER CICLE CARPAVAL","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.495934,-0.406793
"CENTRE PRIV. ED. INF. 1ER CICLE MI KITA","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.484276,-0.370565
"ESCOLA PRIVADA DE MÚSICA DEL PALOMAR","escola privada de música","priv.","PALOMAR (EL)",38.854272,-0.500178
"ESCOLA PRIVADA DE MÚSICA AMICS DE LA MÚSICA","escola privada de música","priv.","GUADASSÉQUIES",38.92497,-0.487089
"CENTRE PRIV. ED. INF. 1ER CICLE EL VALLE","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.491664,-0.40563
"CENTRE PRIV. ED. INF. 1ER CICLE EL BRESSOL","centre privat d'educació infantil de primer cicle","priv.","ALGEMESÍ",39.196482,-0.426085
"CENTRE PRIV. ED. INF. 1ER CICLE PASITO A PASITO","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.466647,-0.371548
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","OLOCAU",39.69984,-0.531195
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","ALCÚDIA (L')",39.193092,-0.500243
"EI 1ER CICLE MUNICIPAL LA BASSETA","escola infantil de primer cicle","púb.","BENAGUASIL",39.592184,-0.582715
"ESCOLA OFICIAL IDIOMES LLÍRIA","escola oficial d'idiomes","púb.","LLÍRIA",39.631825,-0.596833
"ESCOLA OFICIAL IDIOMES LA VALL D'ALBAIDA-EMPAR GRANELL","escola oficial d'idiomes","púb.","ONTINYENT",38.825909,-0.613298
"ESCOLA OFICIAL IDIOMES TORRENT","escola oficial d'idiomes","púb.","TORRENT",39.440247,-0.464779
"CEIP L'ALBEREDA","col·legi d'educació infantil i primària","púb.","VALÈNCIA",39.45566,-0.342269
"EI 1ER CICLO MUNICIPAL ZORITA","escola infantil de primer cicle","púb.","REQUENA",39.491921,-1.09819
"CENTRE PRIV. ED. INF. 1ER CICLE ANGELETS","centre privat d'educació infantil de primer cicle","priv.","ALDAIA",39.464029,-0.463812
"CENTRE PRIV. ED. INF. 1ER CICLE ILLES BALEARS","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.462671,-0.353009
"EI 1ER CICLE MUNICIPAL EL GARBÍ","escola infantil de primer cicle","púb.","ESTIVELLA",39.715924,-0.34905
"CENTRE PRIV. ED. INF. 1ER CICLE SAMBORI","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.430803,-0.485292
"CENTRE PRIV. ED. INF. 1ER CICLE ALMA MONTESSORI","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.467429,-0.332175
"CENTRE PRIV. ED. INF. 1ER CICLE EL BORIOL-ESPAI OBERT","centre privat d'educació infantil de primer cicle","priv.","OLIVA",38.925302,-0.094271
"CEIP EL RAJOLAR","col·legi d'educació infantil i primària","púb.","ALDAIA",39.468349,-0.45696
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","ALBERIC",39.117259,-0.516508
"CENTRE PRIV. ED. INF. 1ER CICLE DE LAS PALMERAS","centre privat d'educació infantil de primer cicle","priv.","PUERTO (EL)",39.664898,-0.235045
"CENTRE PRIV. ED. INF. 1ER CICLE NADONS","centre privat d'educació infantil de primer cicle","priv.","ALDAIA",39.458421,-0.464152
"CENTRE PRIV. ED. INF. 1ER CICLE TITELLES","centre privat d'educació infantil de primer cicle","priv.","MISLATA",39.470059,-0.419261
"CENTRE PRIV. ED. INF. 1ER CICLE FORMIGUETES","centre privat d'educació infantil de primer cicle","priv.","CASTELLAR-OLIVERAL",39.427844,-0.363938
"CENTRE PRIV. ED. INF. 1ER CICLE LITTLE FRIENDS","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.469852,-0.390417
"CENTRE PRIV. ED. INF. 1ER CICLE TEYSA-ARAGÓN","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.468618,-0.358558
"CENTRE PRIV. ED. INF. 1ER CICLE CASA CARIDAD TORRENT","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.43931,-0.466834
"CENTRE PRIV. ED. INF. 1ER CICLE SANTA ANA","centre privat d'educació infantil de primer cicle","priv.","RIBA-ROJA DE TÚRIA",39.544757,-0.563371
"CENTRE PRIV. ED. INF. 1ER CICLE BLAU","centre privat d'educació infantil de primer cicle","priv.","POBLA DE VALLBONA (LA)",39.600795,-0.554692
"CENTRE PRIV. ED. INF. 1ER CICLE CAMPAMENT","centre privat d'educació infantil de primer cicle","priv.","BENIMÀMET-BENIFERRI",39.502064,-0.421399
"CENTRE PRIV. ED. INF. 1ER CICLE CARBONERET","centre privat d'educació infantil de primer cicle","priv.","MASSAMAGRELL",39.571558,-0.328935
"CENTRE PRIV. ED. INFANTIL SAN BARTOLOMÉ","centre privat d'educació infantil","priv. conc.","BURJASSOT",39.515563,-0.409648
"CENTRE PRIV. ED. INF. 1ER CICLE BABY'S BRAIN","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.47425,-0.352802
"CIPFP CATARROJA","centre integrat públic de formació professional","púb.","CATARROJA",39.407508,-0.406805
"CENTRE PRIV. ED. INF. 1ER CICLE LA CASITA DE JULIETA 2","centre privat d'educació infantil de primer cicle","priv.","GODELLA",39.517417,-0.407492
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","BARXETA",39.021324,-0.421096
"CENTRE PRIV. ED. INF. 1ER CICLE ALIBOMBO","centre privat d'educació infantil de primer cicle","priv.","CATARROJA",39.405664,-0.409101
"EI 1ER CICLO MUNICIPAL COLORINS","escola infantil de primer cicle","púb.","ANTELLA",39.079089,-0.592573
"CENTRE PRIVAT LARRODÉ","centre privat d'educació infantil, primària i secundària","priv. conc.","CATARROJA",39.410169,-0.40393
"EI 1ER CICLE MUNICIPAL ELS XIQUETS","escola infantil de primer cicle","púb.","FONTANARS DELS ALFORINS",38.782341,-0.784568
"CENTRE PRIV. ED. INF. 1ER CICLE EL COLE DE MISLATA","centre privat d'educació infantil de primer cicle","priv.","MISLATA",39.476136,-0.420879
"CENTRE PRIV. ED. INF. 1ER CICLE BABY CAXTON","centre privat d'educació infantil de primer cicle","priv.","PUÇOL",39.62516,-0.301523
"CENTRE PRIV. ED. INF. 1ER CICLE LA CASETA DE COLORS","centre privat d'educació infantil de primer cicle","priv.","PUIG DE SANTA MARIA (EL)",39.589601,-0.306931
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","QUATRETONDA",38.945609,-0.399386
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","BOCAIRENT",38.76498,-0.612493
"CENTRE PRIV. ED. INF. 1ER CICLE NINOS XÀTIVA","centre privat d'educació infantil de primer cicle","priv.","XÀTIVA",38.985074,-0.53598
"CENTRE PRIVAT FP BETA FORMACIÓN","centre privat formació professional específica","priv.","TORRENT",39.432533,-0.468979
"CENTRE PRIV. ED. INF. 1ER CICLE JACKY","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.435509,-0.473614
"CENTRE PRIV. ED. INF. 1ER CICLE SAINT TIMOTHY","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.463948,-0.333897
"ESCOLA PRIVADA DE MÚSICA DIDÁCTICA UM LLANERA DE RANES","escola privada de música","priv.","LLANERA DE RANES",38.992104,-0.573521
"ESCOLA PRIVADA DE MÚSICA SAN ANTONIO DE BENAGÁBER","escola privada de música","priv.","SAN ANTONIO DE BENAGÉBER",39.555814,-0.498684
"ESCOLA PRIVADA DE MÚSICA DE LA UNIÓ MUS. DE LA POBLA DEL DUC","escola privada de música","priv.","POBLA DEL DUC (LA)",38.903779,-0.418786
"ESCOLA PRIVADA DE MÚSICA ASOCIACIÓN MUSICAL CANALENSE","escola privada de música","priv.","CANALS",38.966218,-0.587417
"CENTRE PRIV. ED. INF. 1ER CICLE MENTA","centre privat d'educació infantil de primer cicle","priv.","POBLA DE VALLBONA (LA)",39.586641,-0.516204
"CENTRE PRIV. ED. INF. 1ER CICLE L'ESCOLETA","centre privat d'educació infantil de primer cicle","priv.","ALAQUÀS",39.456044,-0.457242
"CENTRE ESTRANGER BRITISH SCHOOL OF XÀTIVA","centre docent privat estranger","priv.","XÀTIVA",38.991345,-0.532397
"CEIP MÓNICA PONT","col·legi d'educació infantil i primària","púb.","BUFALI",38.867822,-0.513836
"CEIP SANT ANTONI ABAT","col·legi d'educació infantil i primària","púb.","BENISSODA",38.831605,-0.529216
"CEIP VERGE DELS DESEMPARATS","col·legi d'educació infantil i primària","púb.","ATZENETA D'ALBAIDA",38.831618,-0.499095
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","ALBAL",39.401117,-0.413478
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","PICANYA",39.43734,-0.434499
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","PICASSENT",39.361809,-0.469279
"EI 1ER CICLO MUNICIPAL","escola infantil de primer cicle","púb.","CHIVA",39.467814,-0.712924
"EI 1ER CICLE MUNICIPAL SANTA TERESA","escola infantil de primer cicle","púb.","CERDÀ",38.98558,-0.574537
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","QUART DE POBLET",39.483798,-0.43663
"CENTRE PRIVAT FP I. INTER III","centre privat formació professional específica","priv.","VALÈNCIA",39.461279,-0.382354
"CENTRE PRIV. ED. INF. 1ER CICLE ELS NOGUERS","centre privat d'educació infantil de primer cicle","priv.","PICANYA",39.419049,-0.422445
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","CANET D'EN BERENGUER",39.678069,-0.218497
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","ALBALAT DE LA RIBERA",39.200263,-0.389998
"CENTRE PRIV. ED. INF. 1ER CICLE LÁPICES I","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.470912,-0.396688
"CENTRE PRIV. ED. INF. 1ER CICLE MAMÁ PATO","centre privat d'educació infantil de primer cicle","priv.","PAIPORTA",39.429236,-0.420372
"EI 1ER CICLE MUNICIPAL AMAS DE CASA","escola infantil de primer cicle","púb.","CASTELLÓ",39.07621,-0.515359
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","ALBUIXECH",39.544199,-0.327326
"CENTRE PRIV. ED. INF. 1ER CICLE EL AZAHAR","centre privat d'educació infantil de primer cicle","priv.","SAN ANTONIO DE BENAGÉBER",39.551707,-0.496568
"CENTRE PRIV. ED. INF. 1ER CICLE GLOBITOS 2","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.440568,-0.387526
"EI 1ER CICLO MUNICIPAL TITAGUARDE","escola infantil de primer cicle","púb.","TITAGUAS",39.863771,-1.083194
"EI 1ER CICLE MUNICIPAL LLUMENETES II","escola infantil de primer cicle","púb.","BURJASSOT",39.512732,-0.413672
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","CARLET",39.220206,-0.52048
"CENTRE PRIV. ED. INF. 1ER CICLE ARCO IRIS","centre privat d'educació infantil de primer cicle","priv.","ALBAL",39.396945,-0.418929
"CENTRE PRIV. ED. INF. 1ER CICLE BURBUJAS","centre privat d'educació infantil de primer cicle","priv.","PATERNA",39.518592,-0.430586
"EI 1ER CICLO MUNICIPAL","escola infantil de primer cicle","púb.","ALBORACHE",39.393031,-0.774339
"CEIP ANA LLUCH","col·legi d'educació infantil i primària","púb.","CHESTE",39.494261,-0.689317
"CENTRE PRIV. ED. INF. 1ER CICLE MICKEY","centre privat d'educació infantil de primer cicle","priv.","BENIFAIÓ",39.285808,-0.424916
"CENTRE PRIVAT FP NÀUTICA I SUBAQUÀTICA","centre privat formació professional específica","priv.","VALÈNCIA",39.468071,-0.348558
"EI 1ER CICLE MUNICIPAL","escola infantil de primer cicle","púb.","FONT D'EN CARRÒS (LA)",38.918445,-0.172797
"CENTRE PRIV. ED. INF. 1ER CICLE LA AURORA 3","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.471345,-0.386589
"CENTRE PRIV. ED. INFANTIL L'ALQUERIA","centre privat d'educació infantil","priv.","VALÈNCIA",39.483533,-0.404002
"EI 1ER CICLE MUNICIPAL EL PARC","escola infantil de primer cicle","púb.","RAFELBUNYOL",39.590217,-0.340199
"CENTRE PRIV. ED. INF. 1ER CICLE PEKEÑOS MAGOS","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.49107,-0.379468
"CENTRE PRIV. ED. INF. 1ER CICLE PLAYSCHOOL","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.42917,-0.476784
"EI 1ER CICLE MUNICIPAL LA TRILLADORA","escola infantil de primer cicle","púb.","TURÍS",39.392102,-0.710611
"CENTRE PRIV. ED. INF. 1ER CICLE EL ESCONDITE INGLÉS","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.455382,-0.369386
"CENTRE ESTRANGER BRITISH COLLEGE LA CAÑADA","centre docent privat estranger","priv.","CAÑADA (LA)",39.533976,-0.475277
"CENTRE PRIV. ED. INF. 1ER CICLE EL SOLET ALMUSSAFES","centre privat d'educació infantil de primer cicle","priv.","ALMUSSAFES",39.291457,-0.416027
"EI 1ER CICLE MUNICIPAL EL PRIMER PAS","escola infantil de primer cicle","púb.","MOIXENT",38.872116,-0.756849
"EI 1ER CICLE MUNICIPAL ALBERIC 2","escola infantil de primer cicle","púb.","ALBERIC",39.113596,-0.528104
"CENTRE FPA MUNICIPAL PATACONA","centre docent públic de formació bàsica de persones adultes","púb.","ALBORAIA",39.485313,-0.327913
"CENTRE PRIV. ED. INF. 1ER CICLE BABÚ","centre privat d'educació infantil de primer cicle","priv.","ALBORAIA",39.497499,-0.347885
"EI 1ER CICLE MUNICIPAL L'ABELLETA","escola infantil de primer cicle","púb.","MONTROI",39.34072,-0.61566
"CENTRE ENS. PROF. DE MÚSICA ATENEO MUS.ICAL DEL PUERTO","centre autoritzat d'ensenyances artístiques professionals de música","priv.","VALÈNCIA",39.464775,-0.333323
"EI 1ER CICLE MUNICIPAL LA VILA","escola infantil de primer cicle","púb.","ALBAIDA",38.836645,-0.514233
"EI 1ER CICLE MUNICIPAL LLANOS LÓPEZ","escola infantil de primer cicle","púb.","LLOCNOU DE SANT JERONI",38.912665,-0.286711
"CENTRE PRIV. ED. INF. 1ER CICLE XICOTETS","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.467073,-0.372236
"CENTRE PRIV. ED. INF. 1ER CICLE PEQUE NATURA","centre privat d'educació infantil de primer cicle","priv.","CULLERA",39.15821,-0.255073
"CENTRE PRIV. ED. INF. 1ER CICLE LOS PINOS","centre privat d'educació infantil de primer cicle","priv.","XIRIVELLA",39.466439,-0.422569
"CENTRE PRIV. ED. INF. 1ER CICLE XIP I XOP","centre privat d'educació infantil de primer cicle","priv.","CATARROJA",39.408733,-0.406167
"ESCOLA PRIVADA DE MÚSICA BANDA UNIÓN MUSICAL","escola privada de música","priv.","ALBERIC",39.116818,-0.517688
"ESCOLA PRIVADA DE MÚSICA CENTRO INSTRUCTIVO MUSICAL","escola privada de música","priv.","BENIPARRELL",39.381756,-0.40916
"ESCOLA PRIVADA DE MÚSICA ASOC. LA UNIÓN ARTÍSTICA MUSICAL","escola privada de música","priv.","ALMÀSSERA",39.511905,-0.357683
"ESCOLA PRIVADA DE MÚSICA TRADICIONAL","escola privada de música","priv.","REAL DE GANDIA (EL)",38.948604,-0.191837
"CENTRE PRIV. ED. INF. 1ER CICLE QUART 24","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.476147,-0.381411
"CENTRE PRIVAT FP CAPITOL","centre privat formació professional específica","priv.","VALÈNCIA",39.467721,-0.37597
"CENTRE PRIV. ED. INF. 1ER CICLE PIPO 2","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.49096,-0.379457
"CENTRE PRIV. ED. INF. 1ER CICLE BE KIDS","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.426348,-0.47829
"CENTRE PRIV. ED. INF. 1ER CICLE PIPOS","centre privat d'educació infantil de primer cicle","priv.","TORRENT",39.438671,-0.458379
"CENTRE PRIVAT FP VERGE DE CORTES. VALÈNCIA","centre privat formació professional específica","priv. conc.","VALÈNCIA",39.457274,-0.386933
"CENTRE PRIV. ED. INF. 1ER CICLE PASITOS","centre privat d'educació infantil de primer cicle","priv.","VALÈNCIA",39.487921,-0.376046
"CENTRE PRIV. ED. INFANTIL CAMARENA-PUERTO DE SAGUNTO","centre privat d'educació infantil","priv.","PUERTO (EL)",39.670842,-0.231995
"CENTRE PRIV. ED. INF. 1ER CICLE KOOL BABY SCHOOL","centre privat d'educació infantil de primer cicle","priv.","MELIANA",39.527319,-0.349275
"CENTRE PRIV. ED. INF. 1ER CICLE LA CASETA DE COLORS 2","centre privat d'educació infantil de primer cicle","priv.","PUÇOL",39.619194,-0.309865
"CENTRE PRIV. ED. INF. 1ER CICLE CAMARENA-SAGUNTO","centre privat d'educació infantil de primer cicle","priv.","SAGUNT",39.684105,-0.278435
